code_region,code_region_cvt,code_type,code_type_cvt,code_theme,code_theme_cvt,code_penalty_fee_flag,code_penalty_fee_flag_cvt,fund_title,fund_init_dt,fund_init_amount,fund_type_lv1,fund_type_lv2,fund_operator,fund_commission,fund_tot_commission
AIN,국내투자,T20,국내주식형,,NA,,NA,BNK튼튼배당증권자투자신탁 1(주식)ClassA1,2013.09.03,180,주식형,배당주식,BNK자산운용,1.00%,1.25%
AIN,국내투자,T10,국내채권형,,NA,,NA,BNK튼튼중장기증권투자신탁 1(채권)Class C,2016.02.02,25,채권형,중기채권,BNK자산운용,없음,0.55%
AIN,국내투자,T10,국내채권형,,NA,,NA,BNK튼튼중장기증권투자신탁 1(채권)ClassA,2016.02.02,98,채권형,중기채권,BNK자산운용,0.25%,0.35%
AIN,국내투자,T10,국내채권형,,NA,,NA,BNK튼튼중장기증권투자신탁 1(채권)ClassC-f,2013.02.12,101,채권형,중기채권,BNK자산운용,없음,0.11%
AIN,국내투자,T10,국내채권형,,NA,,NA,BNK튼튼중장기증권투자신탁 1(채권)ClassC-i,2019.05.30,740,채권형,중기채권,BNK자산운용,없음,0.12%
AIN,국내투자,T20,국내주식형,,NA,,NA,BNK튼튼코리아증권투자신탁 1(주식)ClassA1,2008.09.10,105,주식형,일반주식,BNK자산운용,1.00%,1.45%
AIN,국내투자,T20,국내주식형,,NA,,NA,BNK튼튼코리아증권투자신탁 1(주식)ClassC5,2008.09.10,10,주식형,일반주식,BNK자산운용,없음,1.72%
AIN,국내투자,T10,국내채권형,EG115,퇴직연금,,NA,DB2년만기형증권투자신탁 1[채권]종류_C-P2,2019.10.04,39,채권형,중기채권,DB자산운용,없음,0.10%
AIN,국내투자,T10,국내채권형,EG115,퇴직연금,,NA,DB2년만기형증권투자신탁2[채권]종류_C-P2,2019.10.31,104,채권형,중기채권,DB자산운용,없음,0.10%
AIN,국내투자,T20,국내주식형,,NA,,NA,DBBLASH트레이딩증권자투자신탁[주식혼합-파생형]ClassA,2017.03.06,15,주식형,테마주식,DB자산운용,1.00%,1.14%
AIN,국내투자,T20,국내주식형,,NA,,NA,DBKRX300인덱스증권투자신탁[주식-파생형]ClassC-F,2018.02.22,187,주식형,기타인덱스,DB자산운용,없음,0.36%
AIN,국내투자,T11,MMF,,NA,,NA,DBNEW해오름신종MMF 3ClassC,2003.04.08,"2,339",MMF,MMF,DB자산운용,없음,0.32%
AIN,국내투자,T11,MMF,ED106,인터넷전용,,NA,DBNEW해오름신종MMF 3ClassC-E,2017.09.05,255,MMF,MMF,DB자산운용,없음,0.22%
AIN,국내투자,T11,MMF,EG110,연금저축,,NA,DBNEW해오름신종MMF 3ClassC-P,2013.04.02,489,MMF,MMF,DB자산운용,없음,0.26%
AIN,국내투자,T11,MMF,EG110ED106,NA,,NA,DBNEW해오름신종MMF 3ClassC-PE,2017.11.13,13,MMF,MMF,DB자산운용,없음,0.19%
AOUT,해외투자,T60,해외주식형,,NA,,NA,DB글로벌로보틱스인덱스증권자투자신탁(H)[주식]C/A,2017.07.03,27,해외주식형,정보기술섹터,DB자산운용,1.00%,1.30%
AOUT,해외투자,T60,해외주식형,,NA,,NA,DB글로벌로보틱스인덱스증권자투자신탁(H)[주식]C/C,2017.07.03,13,해외주식형,정보기술섹터,DB자산운용,없음,1.75%
AOUT,해외투자,T61,해외주식혼합형,,NA,,NA,DB글로벌자산관리솔루션증권자투자신탁(H)[주식혼합-재간접형]C/C-F,2018.05.04,50,해외주식혼합형,글로벌 공격적자산배분,DB자산운용,없음,0.88%
AOUT,해외투자,T61,해외주식혼합형,,NA,,NA,DB글로벌자산관리솔루션증권자투자신탁(H)[주식혼합-재간접형]종류A,2016.12.08,148,해외주식혼합형,글로벌 공격적자산배분,DB자산운용,1.00%,1.45%
AOUT,해외투자,T61,해외주식혼합형,ED106,인터넷전용,,NA,DB글로벌자산관리솔루션증권자투자신탁(H)[주식혼합-재간접형]종류C-E,2016.12.08,11,해외주식혼합형,글로벌 공격적자산배분,DB자산운용,없음,1.30%
AOUT,해외투자,T60,해외주식형,,NA,,NA,DB글로벌자율주행증권자투자신탁(H)[주식]C/A,2017.06.23,378,해외주식형,정보기술섹터,DB자산운용,1.00%,1.70%
AOUT,해외투자,T60,해외주식형,ED106,인터넷전용,,NA,DB글로벌자율주행증권자투자신탁(H)[주식]C/A-E,2017.06.28,32,해외주식형,정보기술섹터,DB자산운용,0.50%,1.35%
AOUT,해외투자,T60,해외주식형,,NA,,NA,DB글로벌자율주행증권자투자신탁(H)[주식]C/C,2017.06.23,390,해외주식형,정보기술섹터,DB자산운용,없음,2.00%
AOUT,해외투자,T60,해외주식형,ED106,인터넷전용,,NA,DB글로벌자율주행증권자투자신탁(H)[주식]C/C-E,2017.06.28,75,해외주식형,정보기술섹터,DB자산운용,없음,1.50%
AOUT,해외투자,T60,해외주식형,,NA,,NA,DB글로벌자율주행증권자투자신탁(UH)[주식]C/A,2017.06.23,87,해외주식형,정보기술섹터,DB자산운용,1.00%,1.70%
AOUT,해외투자,T60,해외주식형,,NA,,NA,DB글로벌자율주행증권자투자신탁(UH)[주식]C/C,2017.06.23,60,해외주식형,정보기술섹터,DB자산운용,없음,2.00%
AOUT,해외투자,T60,해외주식형,ED106,인터넷전용,,NA,DB글로벌자율주행증권자투자신탁(UH)[주식]C/C-E,2017.06.28,11,해외주식형,정보기술섹터,DB자산운용,없음,1.50%
AOUT,해외투자,T60,해외주식형,,NA,,NA,DB글로벌핀테크증권자투자신탁(H)[주식]C/A,2017.09.15,27,해외주식형,정보기술섹터,DB자산운용,1.00%,1.70%
AOUT,해외투자,T60,해외주식형,,NA,,NA,DB글로벌핀테크증권자투자신탁(H)[주식]C/C,2017.09.15,59,해외주식형,정보기술섹터,DB자산운용,없음,2.00%
AOUT,해외투자,T60,해외주식형,ED106,인터넷전용,,NA,DB글로벌핀테크증권자투자신탁(H)[주식]C/C-E,2017.09.20,17,해외주식형,정보기술섹터,DB자산운용,없음,1.50%
AOUT,해외투자,T60,해외주식형,,NA,,NA,DB글로벌핀테크증권자투자신탁(H)[주식]C/C-F,2017.09.15,43,해외주식형,정보기술섹터,DB자산운용,없음,1.03%
AOUT,해외투자,T60,해외주식형,ED106,인터넷전용,,NA,DB글로벌핀테크증권자투자신탁(UH)[주식]C/A-E,2017.09.20,13,해외주식형,정보기술섹터,DB자산운용,0.50%,1.35%
AOUT,해외투자,T60,해외주식형,,NA,,NA,DB글로벌핀테크증권자투자신탁(UH)[주식]C/C,2017.09.15,12,해외주식형,정보기술섹터,DB자산운용,없음,2.00%
AOUT,해외투자,T60,해외주식형,ED106,인터넷전용,,NA,DB글로벌핀테크증권자투자신탁(UH)[주식]C/C-E,2017.09.20,19,해외주식형,정보기술섹터,DB자산운용,없음,1.50%
AIN,국내투자,T11,MMF,,NA,,NA,DB다같이법인MMF1ClassC,2005.12.13,102,MMF,MMF,DB자산운용,없음,0.11%
AIN,국내투자,T10,국내채권형,,NA,,NA,DB다같이장기채권증권투자신탁[채권]C/C,2016.07.26,123,채권형,중기채권,DB자산운용,없음,0.55%
AIN,국내투자,T10,국내채권형,,NA,,NA,DB다같이장기채권증권투자신탁[채권]C/C-F,2016.06.29,"1,636",채권형,중기채권,DB자산운용,없음,0.12%
AIN,국내투자,T23,절대수익추구형,,NA,,NA,DB단기국공채공모주증권투자신탁 1[채권혼합]ClassA,2014.08.20,116,절대수익추구형,채권알파,DB자산운용,0.70%,0.88%
AIN,국내투자,T23,절대수익추구형,,NA,,NA,DB단기국공채공모주증권투자신탁 1[채권혼합]ClassC,2014.08.20,30,절대수익추구형,채권알파,DB자산운용,없음,1.38%
AIN,국내투자,T23,절대수익추구형,,NA,,NA,DB단기국공채공모주증권투자신탁 1[채권혼합]ClassC-F,2016.09.29,44,절대수익추구형,채권알파,DB자산운용,없음,0.51%
AIN,국내투자,T20,국내주식형,,NA,,NA,DB마이티200커버드콜ATM레버리지증권상장지수투자신탁[주식-파생형],2018.03.19,90,주식형,기타인덱스,DB자산운용,없음,0.51%
AIN,국내투자,T20,국내주식형,,NA,,NA,DB마이티K100증권상장지수투자신탁[주식],2012.07.04,75,주식형,기타인덱스,DB자산운용,없음,0.39%
AIN,국내투자,T20,국내주식형,,NA,,NA,DB마이티코스피고배당증권상장지수투자신탁[주식],2014.12.10,85,주식형,기타인덱스,DB자산운용,없음,0.28%
,NA,T22,국내채권혼합형,,NA,,NA,DB바이오헬스케어30증권투자신탁 1[채권혼합]ClassA,2011.12.29,10,채권혼합형,일반채권혼합,DB자산운용,0.50%,0.96%
AIN,국내투자,T22,국내채권혼합형,,NA,,NA,DB바이오헬스케어30증권투자신탁 1[채권혼합]ClassC,2010.02.08,56,채권혼합형,일반채권혼합,DB자산운용,없음,1.46%
AIN,국내투자,T22,국내채권혼합형,EG115,퇴직연금,,NA,DB바이오헬스케어30증권투자신탁 1[채권혼합]ClassC-P,2011.05.23,32,채권혼합형,일반채권혼합,DB자산운용,없음,0.86%
AIN,국내투자,T22,국내채권혼합형,EG110,연금저축,,NA,DB바이오헬스케어30증권투자신탁 1[채권혼합]ClassC-P2,2013.06.21,13,채권혼합형,일반채권혼합,DB자산운용,없음,1.29%
AIN,국내투자,T22,국내채권혼합형,EG110ED106EG115,NA,,NA,DB바이오헬스케어30증권투자신탁 1[채권혼합]ClassC-PE,2017.08.31,25,채권혼합형,일반채권혼합,DB자산운용,없음,0.66%
AIN,국내투자,T20,국내주식형,,NA,,NA,DB바이오헬스케어증권투자신탁 1[주식]ClassA,2009.11.03,378,주식형,테마주식,DB자산운용,1.00%,1.29%
AIN,국내투자,T20,국내주식형,ED106,인터넷전용,,NA,DB바이오헬스케어증권투자신탁 1[주식]ClassA-E,2016.08.31,113,주식형,테마주식,DB자산운용,0.50%,1.02%
AIN,국내투자,T20,국내주식형,,NA,,NA,DB바이오헬스케어증권투자신탁 1[주식]ClassC,2009.12.15,18,주식형,테마주식,DB자산운용,없음,2.26%
AIN,국내투자,T20,국내주식형,ED106,인터넷전용,,NA,DB바이오헬스케어증권투자신탁 1[주식]ClassC-E,2009.11.12,264,주식형,테마주식,DB자산운용,없음,1.76%
AIN,국내투자,T20,국내주식형,,NA,,NA,DB바이오헬스케어증권투자신탁 1[주식]ClassC-F,2012.01.18,50,주식형,테마주식,DB자산운용,없음,0.81%
AIN,국내투자,T20,국내주식형,EG110,연금저축,,NA,DB바이오헬스케어증권투자신탁 1[주식]ClassC-P,2015.06.29,67,주식형,테마주식,DB자산운용,없음,1.51%
AIN,국내투자,T20,국내주식형,EG115,퇴직연금,,NA,DB바이오헬스케어증권투자신탁 1[주식]ClassC-P2,2015.12.02,48,주식형,테마주식,DB자산운용,없음,1.56%
AIN,국내투자,T20,국내주식형,ED106EG115,NA,,NA,DB바이오헬스케어증권투자신탁 1[주식]ClassC-P2E,2017.09.01,28,주식형,테마주식,DB자산운용,없음,1.16%
AIN,국내투자,T20,국내주식형,,NA,,NA,DB바이오헬스케어증권투자신탁 1[주식]ClassC2,2009.12.15,107,주식형,테마주식,DB자산운용,없음,2.13%
AIN,국내투자,T20,국내주식형,,NA,,NA,DB바이오헬스케어증권투자신탁 1[주식]ClassC3,2009.12.15,12,주식형,테마주식,DB자산운용,없음,2.00%
AIN,국내투자,T20,국내주식형,,NA,,NA,DB바이오헬스케어증권투자신탁 1[주식]ClassC4,2009.12.15,75,주식형,테마주식,DB자산운용,없음,1.87%
AIN,국내투자,T20,국내주식형,,NA,,NA,DB바이오헬스케어증권투자신탁 1[주식]ClassC5,2009.12.15,107,주식형,테마주식,DB자산운용,없음,1.76%
AIN,국내투자,T20,국내주식형,,NA,,NA,DB바이오헬스케어증권투자신탁 1[주식]ClassS,2014.04.22,16,주식형,테마주식,DB자산운용,없음,1.11%
AIN,국내투자,T20,국내주식형,,NA,,NA,DB신성장포커스목표전환형증권투자신탁 1[주식],2015.07.16,118,주식형,테마주식,DB자산운용,1.00%,0.65%
AIN,국내투자,T20,국내주식형,,NA,,NA,DB신성장포커스타겟5증권자투자신탁[주식],2015.09.18,10,주식형,테마주식,DB자산운용,1.00%,1.46%
AOUT,해외투자,T61,해외주식혼합형,,NA,,NA,DB자원과4차산업로테이션목표전환형증권투자신탁(H)[주식혼합-재간접형]C/A,2018.03.12,47,해외주식혼합형,글로벌주식혼합,DB자산운용,1.00%,1.35%
AIN,국내투자,T10,국내채권형,,NA,,NA,DB정통크레딧증권자투자신탁[채권]C/C-F,2017.07.19,"1,482",채권형,일반채권,DB자산운용,없음,0.14%
AIN,국내투자,,NA,,NA,,NA,DB지수연계더블리자드증권투자신탁HNS-5[ELS-파생형]종류A,2019.09.04,13,특별자산,ELF,DB자산운용,0.80%,0.21%
AIN,국내투자,,NA,,NA,,NA,DB지수연계더블리자드증권투자신탁NHS-10[ELS-파생형]종류A,2019.06.05,160,특별자산,ELF,DB자산운용,0.85%,0.21%
AIN,국내투자,,NA,ED106,인터넷전용,,NA,DB지수연계더블리자드증권투자신탁NHS-10[ELS-파생형]종류A-E,2019.06.05,11,특별자산,ELF,DB자산운용,0.50%,0.21%
AIN,국내투자,,NA,,NA,,NA,DB지수연계더블리자드증권투자신탁NHS-11[ELS-파생형]종류A,2019.06.12,55,특별자산,ELF,DB자산운용,0.85%,0.21%
AIN,국내투자,,NA,,NA,,NA,DB지수연계더블리자드증권투자신탁NHS-12[ELS-파생형]종류A,2019.06.19,79,특별자산,ELF,DB자산운용,0.80%,0.21%
AIN,국내투자,,NA,ED106,인터넷전용,,NA,DB지수연계더블리자드증권투자신탁NHS-12[ELS-파생형]종류A-E,2019.06.19,19,특별자산,ELF,DB자산운용,0.50%,0.21%
AIN,국내투자,,NA,,NA,,NA,DB지수연계더블리자드증권투자신탁NHS-13[ELS-파생형]종류A,2019.06.26,30,특별자산,ELF,DB자산운용,0.85%,0.21%
AIN,국내투자,,NA,,NA,,NA,DB지수연계더블리자드증권투자신탁NHS-14[ELS-파생형]종류A,2019.07.03,25,특별자산,ELF,DB자산운용,0.80%,0.21%
AIN,국내투자,,NA,,NA,,NA,DB지수연계더블리자드증권투자신탁NHS-15[ELS-파생형]종류A,2019.07.10,20,특별자산,ELF,DB자산운용,0.75%,0.11%
AIN,국내투자,,NA,,NA,,NA,DB지수연계더블리자드증권투자신탁NHS-16[ELS-파생형]종류A,2019.07.17,38,특별자산,ELF,DB자산운용,0.75%,0.11%
AIN,국내투자,,NA,,NA,,NA,DB지수연계더블리자드증권투자신탁NHS-17[ELS-파생형]종류A,2019.07.24,10,특별자산,ELF,DB자산운용,0.65%,0.11%
AIN,국내투자,,NA,,NA,,NA,DB지수연계더블리자드증권투자신탁NHS-5[ELS-파생형]종류A,2019.04.30,26,특별자산,ELF,DB자산운용,0.80%,0.21%
AIN,국내투자,,NA,,NA,,NA,DB지수연계더블리자드증권투자신탁NHS-6[ELS-파생형]종류A,2019.05.08,62,특별자산,ELF,DB자산운용,0.80%,0.21%
AIN,국내투자,,NA,ED106,인터넷전용,,NA,DB지수연계더블리자드증권투자신탁NHS-6[ELS-파생형]종류A-E,2019.05.08,13,특별자산,ELF,DB자산운용,0.50%,0.21%
AIN,국내투자,,NA,,NA,,NA,DB지수연계더블리자드증권투자신탁NHS-7[ELS-파생형]종류A,2019.05.15,45,특별자산,ELF,DB자산운용,0.80%,0.11%
AIN,국내투자,,NA,,NA,,NA,DB지수연계더블리자드증권투자신탁NHS-8호[ELS-파생형]종류A,2019.05.22,132,특별자산,ELF,DB자산운용,0.85%,0.21%
AIN,국내투자,,NA,,NA,,NA,DB지수연계더블리자드증권투자신탁NHS-9[ELS-파생형]종류A,2019.05.29,106,특별자산,ELF,DB자산운용,1.00%,0.21%
AIN,국내투자,,NA,ED106,인터넷전용,,NA,DB지수연계더블리자드증권투자신탁NHS-9[ELS-파생형]종류A-E,2019.05.29,19,특별자산,ELF,DB자산운용,0.50%,0.21%
AIN,국내투자,,NA,,NA,,NA,DB지수연계더블리자드증권투자신탁SHE-9[ELS-파생형]종류A,2019.06.28,39,특별자산,ELF,DB자산운용,0.80%,0.21%
AIN,국내투자,,NA,ED106,인터넷전용,,NA,DB지수연계더블리자드증권투자신탁SHE-9[ELS-파생형]종류A-E,2019.06.28,11,특별자산,ELF,DB자산운용,0.50%,0.21%
AIN,국내투자,T29,국내기타,,NA,,NA,DB지수연계듀얼엑시트증권투자신탁 5(USD)[ELS-파생형],2017.06.02,14,기타,ELF,DB자산운용,0.80%,0.21%
AIN,국내투자,T29,국내기타,,NA,,NA,DB지수연계리자드증권투자신탁SNE-10(USD)[ELS-파생형],2017.06.30,14,기타,ELF,DB자산운용,1.00%,0.21%
AIN,국내투자,,NA,ED106,인터넷전용,,NA,DB지수연계리자드증권투자신탁SNE-3[ELS-파생형]_종류A-E,2019.10.16,12,특별자산,ELF,DB자산운용,0.50%,0.21%
AIN,국내투자,T29,국내기타,,NA,,NA,DB지수연계리자드증권투자신탁SNE-6(USD)[ELS-파생형],2017.06.02,20,기타,ELF,DB자산운용,0.70%,0.21%
AIN,국내투자,,NA,,NA,,NA,DB지수연계트리플리자드증권투자신탁NHE-10[ELS-파생형]종류A,2019.03.20,11,특별자산,ELF,DB자산운용,1.00%,0.00%
AIN,국내투자,,NA,,NA,,NA,DB지수연계트리플리자드증권투자신탁NHE-14[ELS-파생형]종류A,2019.04.17,18,특별자산,ELF,DB자산운용,1.00%,0.00%
AIN,국내투자,,NA,,NA,,NA,DB지수연계트리플리자드증권투자신탁NHE-15[ELS-파생형]종류A,2019.04.24,24,특별자산,ELF,DB자산운용,1.00%,0.00%
AIN,국내투자,,NA,ED106,인터넷전용,,NA,DB지수연계트리플리자드증권투자신탁NHE-15[ELS-파생형]종류A-E,2019.04.24,11,특별자산,ELF,DB자산운용,0.50%,0.00%
AIN,국내투자,,NA,,NA,,NA,DB지수연계트리플리자드증권투자신탁NHE-16[ELS-파생형]종류A,2019.04.30,19,특별자산,ELF,DB자산운용,0.80%,0.00%
AIN,국내투자,,NA,,NA,,NA,DB지수연계트리플리자드증권투자신탁NHE-19[ELS-파생형]종류A,2019.05.22,21,특별자산,ELF,DB자산운용,0.80%,0.32%
AIN,국내투자,,NA,ED106,인터넷전용,,NA,DB지수연계트리플리자드증권투자신탁NHE-19[ELS-파생형]종류A-E,2019.05.22,10,특별자산,ELF,DB자산운용,0.50%,0.32%
AIN,국내투자,,NA,,NA,,NA,DB지수연계트리플리자드증권투자신탁NHE-6[ELS-파생형]종류A,2019.02.20,12,특별자산,ELF,DB자산운용,1.00%,0.32%
AIN,국내투자,,NA,,NA,,NA,DB지수연계트리플리자드증권투자신탁NHE-7[ELS-파생형]종류A,2019.02.27,18,특별자산,ELF,DB자산운용,1.00%,0.32%
AIN,국내투자,,NA,,NA,,NA,DB지수연계트리플리자드증권투자신탁NHE-9[ELS-파생형]종류A,2019.03.13,21,특별자산,ELF,DB자산운용,1.00%,0.32%
AIN,국내투자,,NA,,NA,,NA,DB지수연계트리플리자드증권투자신탁SHE-1(USD)[ELS-파생형]_종류A,2019.08.07,18,특별자산,ELF,DB자산운용,1.00%,0.21%
AIN,국내투자,T20,국내주식형,,NA,,NA,DB진주찾기고배당증권투자신탁 1[주식]ClassC-F,2014.08.08,224,주식형,배당주식,DB자산운용,없음,0.79%
