code_region,code_region_cvt,code_type,code_type_cvt,code_theme,code_theme_cvt,code_penalty_fee_flag,code_penalty_fee_flag_cvt,fund_title,fund_init_dt,fund_init_amount,fund_type_lv1,fund_type_lv2,fund_operator,fund_commission,fund_tot_commission
AOUT,해외투자,T61,해외주식혼합형,,NA,,NA,삼성KODEXTRF5050증권상장지수투자신탁[주식혼합-재간접형],2019.07.03,101,해외주식혼합형,글로벌주식혼합,삼성자산운용,없음,0.17%
AOUT,해외투자,T61,해외주식혼합형,,NA,,NA,삼성KODEXTRF7030증권상장지수투자신탁[주식혼합-재간접형],2019.07.03,102,해외주식혼합형,글로벌주식혼합,삼성자산운용,없음,0.10%
AOUT,해외투자,T65,해외커머더티형,,NA,,NA,삼성KODEXWTI원유선물인버스특별자산상장지수투자신탁[원유-파생형](H),2017.06.12,60,커머더티형,커머더티,삼성자산운용,없음,0.35%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KODEX가치투자증권상장지수투자신탁[주식],2016.06.23,70,주식형,기타인덱스,삼성자산운용,없음,0.45%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KODEX건설증권상장지수투자신탁[주식],2009.10.29,320,주식형,기타인덱스,삼성자산운용,없음,0.45%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KODEX게임산업증권상장지수투자신탁[주식형],2018.07.23,87,주식형,기타인덱스,삼성자산운용,없음,0.45%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KODEX고배당증권상장지수투자신탁[주식],2017.10.16,741,주식형,기타인덱스,삼성자산운용,없음,0.30%
AOUT,해외투자,T65,해외커머더티형,,NA,,NA,삼성KODEX골드선물인버스특별자산상장지수투자신탁[금-파생형](H),2017.11.07,50,커머더티형,커머더티,삼성자산운용,없음,0.45%
AOUT,해외투자,T65,해외커머더티형,EN114,원자재,,NA,삼성KODEX골드선물특별자산상장지수투자신탁[금-파생형](H),2010.09.29,"1,160",커머더티형,커머더티,삼성자산운용,없음,0.68%
AOUT,해외투자,T65,해외커머더티형,EN114,원자재,,NA,삼성KODEX구리선물특별자산상장지수투자신탁[구리-파생형](H),2011.03.11,80,커머더티형,커머더티,삼성자산운용,없음,0.68%
AIN,국내투자,T10,국내채권형,,NA,,NA,삼성KODEX국고채3년증권상장지수투자신탁[채권],2009.07.28,"1,181",채권형,중기채권,삼성자산운용,없음,0.15%
AIN,국내투자,T29,국내기타,,NA,,NA,삼성KODEX국채선물3년인버스증권상장지수투자신탁[채권-파생형],2018.04.12,51,기타,장기미분류,삼성자산운용,없음,0.07%
AOUT,해외투자,T60T64,NA,,NA,,NA,삼성KODEX글로벌4차산업로보틱스증권상장지수투자신탁[주식-파생형](합성),2017.08.16,135,해외주식형,정보기술섹터,삼성자산운용,없음,0.30%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KODEX기계장비증권상장지수투자신탁[주식],2008.05.28,608,주식형,기타인덱스,삼성자산운용,없음,0.45%
AIN,국내투자,T10,국내채권형,,NA,,NA,삼성KODEX단기변동금리부채권액티브증권상장지수투자신탁[채권],2017.06.28,"1,336",채권형,일반채권,삼성자산운용,없음,0.15%
AIN,국내투자,T10,국내채권형,,NA,,NA,삼성KODEX단기채권PLUS증권상장지수투자신탁[채권],2015.03.02,"8,638",채권형,일반채권,삼성자산운용,없음,0.15%
AIN,국내투자,T10,국내채권형,,NA,,NA,삼성KODEX단기채권증권상장지수투자신탁[채권],2012.02.21,"14,062",채권형,초단기채권,삼성자산운용,없음,0.15%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KODEX레버리지증권상장지수투자신탁[주식-파생형],2010.02.17,"17,720",주식형,기타인덱스,삼성자산운용,없음,0.64%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KODEX모멘텀PLUS증권상장지수투자신탁[주식],2016.05.12,145,주식형,기타인덱스,삼성자산운용,없음,0.30%
AOUT,해외투자,T60,해외주식형,,NA,,NA,삼성KODEX미국나스닥100선물증권상장지수투자신탁[주식-파생형](H),2018.08.28,40,해외주식형,북미주식,삼성자산운용,없음,0.45%
AOUT,해외투자,T65,해외커머더티형,,NA,,NA,삼성KODEX미국달러선물레버리지특별자산상장지수투자신탁[미국달러-파생형],2016.12.26,258,커머더티형,커머더티,삼성자산운용,없음,0.45%
AOUT,해외투자,T65,해외커머더티형,,NA,,NA,삼성KODEX미국달러선물인버스2X특별자산상장지수투자신탁[미국달러-파생형],2016.12.26,93,커머더티형,커머더티,삼성자산운용,없음,0.45%
AOUT,해외투자,T65,해외커머더티형,,NA,,NA,삼성KODEX미국달러선물인버스특별자산상장지수투자신탁[미국달러-파생형],2016.12.26,61,커머더티형,커머더티,삼성자산운용,없음,0.45%
AOUT,해외투자,T65,해외커머더티형,,NA,,NA,삼성KODEX미국달러선물특별자산상장지수투자신탁[미국달러-파생형],2016.12.26,214,커머더티형,커머더티,삼성자산운용,없음,0.25%
AOUT,해외투자,T60,해외주식형,,NA,,NA,삼성KODEX미국에너지증권상장지수투자신탁[주식-파생형](합성),2015.04.27,74,해외주식형,에너지섹터,삼성자산운용,없음,0.25%
AOUT,해외투자,T50,해외채권형,,NA,,NA,삼성KODEX미국채10년선물증권상장지수투자신탁[채권-파생형],2018.10.17,60,해외채권형,북미채권,삼성자산운용,없음,0.30%
AOUT,해외투자,T69,해외기타,,NA,,NA,삼성KODEX미국채울트라30년선물인버스증권상장지수투자신탁[채권-파생형](H),2018.09.10,60,해외기타,글로벌장기미분류,삼성자산운용,없음,0.30%
AOUT,해외투자,T50,해외채권형,,NA,,NA,삼성KODEX미국채울트라30년선물증권상장지수투자신탁[채권-파생형](H),2018.09.10,100,해외채권형,북미채권,삼성자산운용,없음,0.30%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KODEX바이오증권상장지수투자신탁[주식],2016.05.12,216,주식형,기타인덱스,삼성자산운용,없음,0.45%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KODEX반도체증권상장지수투자신탁[주식],2006.06.26,60,주식형,기타인덱스,삼성자산운용,없음,0.45%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KODEX배당가치증권상장지수투자신탁[주식],2019.05.30,"1,462",주식형,기타인덱스,삼성자산운용,없음,0.30%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KODEX배당성장증권상장지수투자신탁[주식],2014.12.16,238,주식형,기타인덱스,삼성자산운용,없음,0.15%
AIN,국내투자,T22,국내채권혼합형,,NA,,NA,삼성KODEX배당성장채권혼합증권상장지수투자신탁[채권혼합],2016.01.26,192,채권혼합형,보수적자산배분,삼성자산운용,없음,0.19%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KODEX밸류PLUS증권상장지수투자신탁[주식],2016.05.12,101,주식형,기타인덱스,삼성자산운용,없음,0.30%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KODEX보험증권상장지수투자신탁[주식],2011.04.25,134,주식형,기타인덱스,삼성자산운용,없음,0.45%
AIN,국내투자,T20,국내주식형,EN101,삼성그룹주,,NA,삼성KODEX삼성그룹밸류증권상장지수투자신탁[주식],2015.01.07,222,주식형,기타인덱스,삼성자산운용,없음,0.15%
AIN,국내투자,T20,국내주식형,EN101,삼성그룹주,,NA,삼성KODEX삼성그룹주증권상장지수투자신탁[주식],2008.05.20,"8,065",주식형,기타인덱스,삼성자산운용,없음,0.25%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KODEX성장투자증권상장지수투자신탁[주식],2016.06.23,99,주식형,기타인덱스,삼성자산운용,없음,0.45%
AOUT,해외투자,T60,해외주식형,EN122,중국본토A,,NA,삼성KODEX심천ChiNext증권상장지수투자신탁[주식-파생형](합성),2016.11.07,110,해외주식형,중국주식,삼성자산운용,없음,0.47%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KODEX에너지화학증권상장지수투자신탁[주식],2009.10.09,62,주식형,기타인덱스,삼성자산운용,없음,0.45%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KODEX운송증권상장지수투자신탁[주식],2011.04.25,55,주식형,기타인덱스,삼성자산운용,없음,0.45%
AOUT,해외투자,T65,해외커머더티형,EN114,원자재,,NA,삼성KODEX은선물특별자산상장지수투자신탁(은-파생형)(H),2011.07.14,"2,220",커머더티형,커머더티,삼성자산운용,없음,0.68%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KODEX은행증권상장지수투자신탁[주식],2006.06.26,950,주식형,기타인덱스,삼성자산운용,없음,0.45%
AIN,국내투자,T29,국내기타,,NA,,NA,삼성KODEX인버스증권상장지수투자신탁[주식-파생형],2009.09.14,"7,640",기타,베어마켓,삼성자산운용,없음,0.64%
AOUT,해외투자,T60,해외주식형,,NA,,NA,삼성KODEX일본TOPIX100증권상장지수투자신탁[주식],2008.02.19,51,해외주식형,일본주식,삼성자산운용,없음,0.37%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KODEX자동차증권상장지수투자신탁[주식],2006.06.26,80,주식형,기타인덱스,삼성자산운용,없음,0.45%
AIN,국내투자,T10,국내채권형,,NA,,NA,삼성KODEX종합채권(AA-이상)액티브증권상장지수투자신탁[채권],2017.06.16,"12,334",채권형,중기채권,삼성자산운용,없음,0.07%
AOUT,해외투자,T60,해외주식형,,NA,,NA,삼성KODEX중국본토CSI300증권상장지수투자신탁[주식-파생형],2017.11.29,540,해외주식형,중국주식,삼성자산운용,없음,0.55%
AOUT,해외투자,T60,해외주식형,EN122,중국본토A,,NA,삼성KODEX중국본토FTSEChinaA50증권상장지수자투자신탁[주식-파생형],2013.01.09,420,해외주식형,중국주식,삼성자산운용,없음,0.99%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KODEX증권주증권상장지수투자신탁[주식],2008.05.28,"1,007",주식형,기타인덱스,삼성자산운용,없음,0.45%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KODEX철강증권상장지수투자신탁[주식],2009.10.29,99,주식형,기타인덱스,삼성자산운용,없음,0.45%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KODEX최소변동성증권상장지수투자신탁[주식],2017.10.16,150,주식형,기타인덱스,삼성자산운용,없음,0.30%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KODEX코스닥150레버리지증권상장지수투자신탁[주식-파생형],2015.12.16,"13,010",주식형,기타인덱스,삼성자산운용,없음,0.64%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KODEX코스닥150인버스증권상장지수투자신탁[주식-파생형],2016.08.09,"3,420",주식형,기타인덱스,삼성자산운용,없음,0.64%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KODEX코스닥150증권상장지수투자신탁[주식],2015.09.30,"6,960",주식형,기타인덱스,삼성자산운용,없음,0.25%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KODEX코스피100증권상장지수투자신탁[주식],2016.01.26,184,주식형,기타인덱스,삼성자산운용,없음,0.15%
AOUT,해외투자,T65,해외커머더티형,EN114,원자재,,NA,삼성KODEX콩선물특별자산상장지수투자신탁[콩-파생형](H),2011.03.11,90,커머더티형,커머더티,삼성자산운용,없음,0.68%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KODEX퀄리티PLUS증권상장지수투자신탁[주식],2016.05.12,92,주식형,기타인덱스,삼성자산운용,없음,0.30%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KODEX턴어라운드투자증권상장지수투자신탁[주식],2016.06.23,100,주식형,기타인덱스,삼성자산운용,없음,0.45%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KODEX한국대만IT프리미어증권상장지수투자신탁[주식-파생형],2018.06.07,50,주식형,기타인덱스,삼성자산운용,없음,0.55%
AOUT,해외투자,T60,해외주식형,,NA,,NA,삼성KODEX합성-미국 바이오테크증권상장지수투자신탁[주식-파생형],2013.10.30,50,해외주식형,헬스케어섹터,삼성자산운용,없음,0.25%
AOUT,해외투자,T60,해외주식형,,NA,,NA,삼성KODEX합성-미국IT증권상장지수투자신탁[주식-파생형],2014.06.11,12,해외주식형,정보기술섹터,삼성자산운용,없음,0.25%
AOUT,해외투자,T60,해외주식형,,NA,,NA,삼성KODEX합성-미국금융증권상장지수투자신탁[주식-파생형],2014.06.11,37,해외주식형,금융섹터,삼성자산운용,없음,0.25%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KODEX헬스케어증권상장지수투자신탁[주식],2017.03.27,71,주식형,기타인덱스,삼성자산운용,없음,0.45%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KOSPI200 2배레버리지증권투자신탁 1[주식-파생재간접형](A),2012.04.03,112,주식형,기타인덱스,삼성자산운용,1.00%,1.04%
AIN,국내투자,T20,국내주식형,ED106,인터넷전용,,NA,삼성KOSPI200 2배레버리지증권투자신탁 1[주식-파생재간접형](Ae),2012.04.23,22,주식형,기타인덱스,삼성자산운용,0.50%,0.68%
AIN,국내투자,T20,국내주식형,ED106,인터넷전용,,NA,삼성KOSPI200 2배레버리지증권투자신탁 1[주식-파생재간접형](Ce),2012.04.23,14,주식형,기타인덱스,삼성자산운용,없음,0.82%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KOSPI200 2배레버리지증권투자신탁 1[주식-파생재간접형](S),2017.06.27,15,주식형,기타인덱스,삼성자산운용,없음,0.62%
AIN,국내투자,T29,국내기타,,NA,,NA,삼성KOSPI200인버스인덱스증권투자신탁 1[채권-파생형](A),2004.07.21,249,기타,베어마켓,삼성자산운용,1.00%,1.43%
AIN,국내투자,T29,국내기타,,NA,,NA,삼성KOSPI200인버스인덱스증권투자신탁 1[채권-파생형](C),2015.03.04,80,기타,베어마켓,삼성자산운용,없음,1.53%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KRX300 1.5배레버리지증권투자신탁[주식-파생형]A,2018.04.25,19,주식형,기타인덱스,삼성자산운용,1.00%,1.03%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KRX300 1.5배레버리지증권투자신탁[주식-파생형]Cf,2018.04.25,18,주식형,기타인덱스,삼성자산운용,없음,0.46%
AIN,국내투자,T20,국내주식형,ED106,인터넷전용,,NA,삼성KRX300 2배레버리지증권투자신탁[주식-파생재간접형]Ae,2018.03.30,19,주식형,기타인덱스,삼성자산운용,0.50%,0.89%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KRX300 2배레버리지증권투자신탁[주식-파생재간접형]Cf,2018.03.30,52,주식형,기타인덱스,삼성자산운용,없음,0.56%
AIN,국내투자,T20,국내주식형,,NA,,NA,삼성KRX300인덱스증권투자신탁[주식-파생형]A,2018.02.28,23,주식형,기타인덱스,삼성자산운용,1.00%,0.71%
AIN,국내투자,T11,MMF,,NA,,NA,삼성MMF법인 1[국공채],2004.07.20,"1,744",MMF,MMF,삼성자산운용,없음,0.33%
AIN,국내투자,T11,MMF,,NA,,NA,삼성MMF법인 1_C,2003.12.30,"30,926",MMF,MMF,삼성자산운용,없음,0.09%
AIN,국내투자,T11,MMF,EG115,퇴직연금,,NA,삼성MMF법인 1_Cp(퇴직연금),2013.03.29,"2,273",MMF,MMF,삼성자산운용,없음,0.08%
AIN,국내투자,T11,MMF,,NA,,NA,삼성MMF법인 1_직판,2016.12.30,366,MMF,MMF,삼성자산운용,없음,0.05%
AIN,국내투자,T11,MMF,,NA,,NA,삼성MMF법인 1Cf,2017.12.19,"4,162",MMF,MMF,삼성자산운용,없음,0.06%
AIN,국내투자,T11,MMF,ED106EG115,NA,,NA,삼성MMF법인 1Cpe(퇴직연금),2017.08.17,87,MMF,MMF,삼성자산운용,없음,0.07%
AIN,국내투자,T11,MMF,,NA,,NA,삼성MMF법인100[국공채],2002.12.02,742,MMF,MMF,삼성자산운용,없음,0.40%
AOUT,해외투자,T65,해외커머더티형,EN114,원자재,,NA,삼성WTI원유특별자산투자신탁 1[WTI원유-파생형](A),2009.02.20,285,커머더티형,커머더티,삼성자산운용,1.00%,0.86%
AOUT,해외투자,T65,해외커머더티형,EN114,원자재,,NA,삼성WTI원유특별자산투자신탁 1[WTI원유-파생형](C 1),2009.02.20,135,커머더티형,커머더티,삼성자산운용,없음,1.27%
AOUT,해외투자,T65,해외커머더티형,ED106EN114,NA,,NA,삼성WTI원유특별자산투자신탁 1[WTI원유-파생형](Ce),2009.02.20,265,커머더티형,커머더티,삼성자산운용,없음,1.19%
AOUT,해외투자,T60,해외주식형,EN117EN106,NA,,NA,삼성글로벌Water증권자투자신탁 1[주식-재간접형](A),2007.04.12,66,해외주식형,멀티섹터,삼성자산운용,1.00%,1.16%
AOUT,해외투자,T60,해외주식형,EN117,물,,NA,삼성글로벌Water증권자투자신탁 1[주식-재간접형](C5),2007.04.12,22,해외주식형,멀티섹터,삼성자산운용,없음,1.26%
AOUT,해외투자,T60,해외주식형,EN117EN106,NA,,NA,삼성글로벌Water증권자투자신탁 1[주식-재간접형](Ci),2007.04.30,62,해외주식형,멀티섹터,삼성자산운용,없음,0.56%
AOUT,해외투자,T61,해외주식혼합형,,NA,,NA,삼성글로벌다이나믹자산배분증권자투자신탁H[주식혼합-재간접형]_A,2015.08.04,68,해외주식혼합형,글로벌 공격적자산배분,삼성자산운용,0.70%,1.09%
AOUT,해외투자,T61,해외주식혼합형,ED106,인터넷전용,,NA,삼성글로벌다이나믹자산배분증권자투자신탁H[주식혼합-재간접형]_Ce,2015.08.04,22,해외주식혼합형,글로벌 공격적자산배분,삼성자산운용,없음,0.99%
AOUT,해외투자,T61,해외주식혼합형,,NA,,NA,삼성글로벌다이나믹자산배분증권자투자신탁H[주식혼합-재간접형]_Cf,2015.08.31,285,해외주식혼합형,글로벌 공격적자산배분,삼성자산운용,없음,0.52%
AOUT,해외투자,T61,해외주식혼합형,,NA,,NA,삼성글로벌다이나믹자산배분증권자투자신탁H[주식혼합-재간접형]Ci,2019.02.26,50,해외주식혼합형,글로벌 공격적자산배분,삼성자산운용,없음,0.79%
AOUT,해외투자,T61,해외주식혼합형,EG115,퇴직연금,,NA,삼성글로벌다이나믹자산배분증권자투자신탁H[주식혼합-재간접형]Cp(퇴직연금),2019.01.14,37,해외주식혼합형,글로벌 공격적자산배분,삼성자산운용,없음,1.24%
AOUT,해외투자,T61,해외주식혼합형,,NA,,NA,삼성글로벌상장AI혼합자산자투자신탁H[재간접형]Cw,2017.10.16,91,해외주식혼합형,글로벌 공격적자산배분,삼성자산운용,없음,0.54%
AOUT,해외투자,T60,해외주식형,ED106,인터넷전용,,NA,삼성글로벌선진국증권자투자신탁H[주식]_Ae,2016.07.28,33,해외주식형,글로벌주식,삼성자산운용,0.50%,0.86%
AOUT,해외투자,T60,해외주식형,EG110,연금저축,,NA,삼성글로벌선진국증권자투자신탁H[주식]_C-P,2016.03.18,44,해외주식형,글로벌주식,삼성자산운용,없음,1.00%
AOUT,해외투자,T60,해외주식형,,NA,,NA,삼성글로벌선진국증권자투자신탁H[주식]_C2,2016.03.08,52,해외주식형,글로벌주식,삼성자산운용,없음,1.60%
AOUT,해외투자,T60,해외주식형,ED106,인터넷전용,,NA,삼성글로벌선진국증권자투자신탁H[주식]_Ce,2016.03.21,45,해외주식형,글로벌주식,삼성자산운용,없음,1.00%
AOUT,해외투자,T60,해외주식형,,NA,,NA,삼성글로벌선진국증권자투자신탁H[주식]_Cf,2015.11.02,664,해외주식형,글로벌주식,삼성자산운용,없음,0.53%
AOUT,해외투자,T60,해외주식형,EG115,퇴직연금,,NA,삼성글로벌선진국증권자투자신탁H[주식]_Cp(퇴직연금),2016.03.10,244,해외주식형,글로벌주식,삼성자산운용,없음,1.20%
AOUT,해외투자,T60,해외주식형,ED106EG115,NA,,NA,삼성글로벌선진국증권자투자신탁H[주식]_Cpe(퇴직연금),2017.08.18,124,해외주식형,글로벌주식,삼성자산운용,없음,0.84%
AOUT,해외투자,T60,해외주식형,,NA,,NA,삼성글로벌선진국증권자투자신탁H[주식]_Cw,2016.06.09,67,해외주식형,글로벌주식,삼성자산운용,없음,0.50%
AOUT,해외투자,T60,해외주식형,,NA,,NA,삼성글로벌선진국증권자투자신탁H[주식]A,2016.06.20,82,해외주식형,글로벌주식,삼성자산운용,1.00%,1.22%
AOUT,해외투자,T60,해외주식형,,NA,,NA,삼성글로벌선진국증권자투자신탁H[주식]C3,2016.03.08,47,해외주식형,글로벌주식,삼성자산운용,없음,1.35%
AOUT,해외투자,T50,해외채권형,,NA,,NA,삼성글로벌중기채권증권자투자신탁H[채권-재간접형]_Cf,2019.04.04,200,해외채권형,글로벌채권,삼성자산운용,없음,0.24%
AOUT,해외투자,T50,해외채권형,,NA,,NA,삼성글로벌중단기채권증권자투자신탁H[채권-재간접형]_Cf,2019.04.04,201,해외채권형,글로벌채권,삼성자산운용,없음,0.24%
AOUT,해외투자,T50,해외채권형,,NA,,NA,삼성글로벌채권증권자투자신탁H[채권]_C,2016.09.08,12,해외채권형,글로벌채권,삼성자산운용,없음,1.19%
AOUT,해외투자,T50,해외채권형,,NA,,NA,삼성글로벌채권증권자투자신탁H[채권]_Cf,2016.09.08,"1,041",해외채권형,글로벌채권,삼성자산운용,없음,0.32%
AOUT,해외투자,T50,해외채권형,EG115,퇴직연금,,NA,삼성글로벌채권증권자투자신탁H[채권]_Cp(퇴직연금),2016.09.20,519,해외채권형,글로벌채권,삼성자산운용,없음,0.89%
AOUT,해외투자,T50,해외채권형,,NA,,NA,삼성글로벌채권증권자투자신탁UH[채권]Cf,2016.09.13,100,해외채권형,글로벌채권,삼성자산운용,없음,0.32%
AOUT,해외투자,T60,해외주식형,EN106,SRI,,NA,삼성글로벌클린에너지증권자투자신탁 1[주식-재간접형](A),2007.06.25,84,해외주식형,에너지섹터,삼성자산운용,1.00%,1.16%
AOUT,해외투자,T60,해외주식형,EN106,SRI,,NA,삼성글로벌클린에너지증권자투자신탁 1[주식-재간접형](C5),2007.06.25,17,해외주식형,에너지섹터,삼성자산운용,없음,1.26%
AOUT,해외투자,T61,해외주식혼합형,,NA,,NA,삼성글로벌타겟인컴60증권자투자신탁H[주식혼합-재간접형]Cf,2018.12.27,15,해외주식혼합형,글로벌 공격적자산배분,삼성자산운용,없음,0.37%
AOUT,해외투자,T60,해외주식형,,NA,,NA,삼성노무라일본증권전환형자투자신탁 1[주식](A),2007.02.26,44,해외주식형,일본주식,삼성자산운용,1.00%,1.86%
AOUT,해외투자,T60,해외주식형,,NA,,NA,삼성노무라일본증권전환형자투자신탁 1[주식](C),2007.02.26,34,해외주식형,일본주식,삼성자산운용,없음,1.96%
AOUT,해외투자,T50,해외채권형,,NA,,NA,삼성누버거버먼글로벌인컴증권자투자신탁H[채권-재간접형]_A,2015.03.16,277,해외채권형,북미채권,삼성자산운용,0.70%,0.73%
AOUT,해외투자,T50,해외채권형,,NA,,NA,삼성누버거버먼글로벌인컴증권자투자신탁H[채권-재간접형]_C,2015.03.16,129,해외채권형,북미채권,삼성자산운용,없음,1.13%
AOUT,해외투자,T50,해외채권형,,NA,,NA,삼성누버거버먼글로벌인컴증권자투자신탁H[채권-재간접형]_Cf,2015.10.27,191,해외채권형,북미채권,삼성자산운용,없음,0.26%
AOUT,해외투자,T50,해외채권형,EG115,퇴직연금,,NA,삼성누버거버먼글로벌인컴증권자투자신탁H[채권-재간접형]_Cp(퇴직연금),2016.03.04,37,해외채권형,북미채권,삼성자산운용,없음,0.83%
AOUT,해외투자,T50,해외채권형,,NA,,NA,삼성누버거버먼글로벌인컴증권자투자신탁UH[채권-재간접형]_A,2015.03.20,22,해외채권형,북미채권,삼성자산운용,0.70%,0.73%
AOUT,해외투자,T50,해외채권형,ED106EG115,NA,,NA,삼성누버거버먼글로벌인컴증권자투자신탁UH[채권-재간접형]Cpe(퇴직연금),2018.07.04,10,해외채권형,북미채권,삼성자산운용,없음,0.52%
AOUT,해외투자,T50,해외채권형,EW102,글로벌신흥국,,NA,삼성누버거버먼이머징국공채플러스증권자투자신탁H[채권-재간접형]A,2016.09.26,385,해외채권형,신흥국채권,삼성자산운용,0.70%,0.73%
AOUT,해외투자,T50,해외채권형,EW102ED106,NA,,NA,삼성누버거버먼이머징국공채플러스증권자투자신탁H[채권-재간접형]Ae,2016.09.26,31,해외채권형,신흥국채권,삼성자산운용,0.35%,0.48%
AOUT,해외투자,T50,해외채권형,EW102,글로벌신흥국,,NA,삼성누버거버먼이머징국공채플러스증권자투자신탁H[채권-재간접형]C,2016.09.26,103,해외채권형,신흥국채권,삼성자산운용,없음,1.13%
AOUT,해외투자,T50,해외채권형,EW102EG110,NA,,NA,삼성누버거버먼이머징국공채플러스증권자투자신탁H[채권-재간접형]C-P,2016.09.26,10,해외채권형,신흥국채권,삼성자산운용,없음,0.73%
AOUT,해외투자,T50,해외채권형,EW102EG110ED106,NA,,NA,삼성누버거버먼이머징국공채플러스증권자투자신탁H[채권-재간접형]C-Pe,2017.08.03,13,해외채권형,신흥국채권,삼성자산운용,없음,0.47%
AOUT,해외투자,T50,해외채권형,EW102ED106,NA,,NA,삼성누버거버먼이머징국공채플러스증권자투자신탁H[채권-재간접형]Ce,2016.09.26,53,해외채권형,신흥국채권,삼성자산운용,없음,0.68%
AOUT,해외투자,T50,해외채권형,EW102,글로벌신흥국,,NA,삼성누버거버먼이머징국공채플러스증권자투자신탁H[채권-재간접형]Cf,2017.12.28,149,해외채권형,신흥국채권,삼성자산운용,없음,0.26%
AOUT,해외투자,T50,해외채권형,EW102,글로벌신흥국,,NA,삼성누버거버먼이머징국공채플러스증권자투자신탁H[채권-재간접형]Ci,2017.09.13,30,해외채권형,신흥국채권,삼성자산운용,없음,0.53%
AOUT,해외투자,T50,해외채권형,EW102EG115,NA,,NA,삼성누버거버먼이머징국공채플러스증권자투자신탁H[채권-재간접형]Cp(퇴직연금),2016.09.26,207,해외채권형,신흥국채권,삼성자산운용,없음,0.83%
AOUT,해외투자,T50,해외채권형,EW102ED106EG115,NA,,NA,삼성누버거버먼이머징국공채플러스증권자투자신탁H[채권-재간접형]Cpe(퇴직연금),2017.08.03,90,해외채권형,신흥국채권,삼성자산운용,없음,0.52%
AOUT,해외투자,T50,해외채권형,EW102,글로벌신흥국,,NA,삼성누버거버먼이머징국공채플러스증권자투자신탁H[채권-재간접형]Cw,2016.10.31,30,해외채권형,신흥국채권,삼성자산운용,없음,0.23%
AOUT,해외투자,T50,해외채권형,EW102,글로벌신흥국,,NA,삼성누버거버먼이머징국공채플러스증권자투자신탁UH[채권-재간접형]_A,2016.09.26,38,해외채권형,신흥국채권,삼성자산운용,0.70%,0.73%
AOUT,해외투자,T50,해외채권형,EW102ED106,NA,,NA,삼성누버거버먼이머징국공채플러스증권자투자신탁UH[채권-재간접형]_Ae,2016.09.26,17,해외채권형,신흥국채권,삼성자산운용,0.35%,0.48%
AOUT,해외투자,T50,해외채권형,EW102EG110,NA,,NA,삼성누버거버먼이머징국공채플러스증권자투자신탁UH[채권-재간접형]_C-P,2016.09.26,12,해외채권형,신흥국채권,삼성자산운용,없음,0.73%
AOUT,해외투자,T50,해외채권형,EW102ED106,NA,,NA,삼성누버거버먼이머징국공채플러스증권자투자신탁UH[채권-재간접형]_Ce,2016.09.26,12,해외채권형,신흥국채권,삼성자산운용,없음,0.68%
AOUT,해외투자,T50,해외채권형,EW102EG115,NA,,NA,삼성누버거버먼이머징국공채플러스증권자투자신탁UH[채권-재간접형]_Cp(퇴직연금),2016.09.30,16,해외채권형,신흥국채권,삼성자산운용,없음,0.83%
AOUT,해외투자,T50,해외채권형,EW102ED106EG115,NA,,NA,삼성누버거버먼이머징국공채플러스증권자투자신탁UH[채권-재간접형]Cpe(퇴직연금),2017.08.03,32,해외채권형,신흥국채권,삼성자산운용,없음,0.52%
